,Fam members,T.Experience,Income,Mortgage,Loan,Education_Post Graduate,Education_Under Graduate,Fixed Deposit_no,Fixed Deposit_yes,Demat_no,Net Banking_no,Net Banking_yes
19,0.0,0.6739130434782609,0.28962075534446097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20,1.0,0.7391304347826086,0.34194444153760095,0.17480314960629922,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
21,0.6666666666666667,0.6521739130434782,0.619316392136068,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
22,0.0,0.17391304347826086,0.6145146515338129,0.4094488188976378,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
23,0.3333333333333333,0.45652173913043476,0.5046969521715559,0.2566929133858268,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
24,0.3333333333333333,0.30434782608695654,0.8836304858200381,0.2503937007874016,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
25,0.6666666666666667,0.4782608695652174,0.3864855212061875,0.15275590551181104,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
26,1.0,0.41304347826086957,0.7020564067695854,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
27,0.0,0.5,0.8952488171334028,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28,0.0,0.717391304347826,0.5377084583526286,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
29,0.0,0.34782608695652173,0.8101782395280597,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30,0.0,0.826086956521739,0.4429203355490081,0.1921259842519685,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
31,0.0,0.41304347826086957,0.3864855212061875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
32,0.3333333333333333,0.6739130434782609,0.4904036750347389,0.30393700787401573,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
33,0.6666666666666667,0.19565217391304346,0.24335997383979846,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
34,1.0,0.17391304347826086,0.5499592295191755,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
35,0.6666666666666667,0.5869565217391304,0.6947364700273222,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
36,0.0,0.826086956521739,0.8151800665269007,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
37,0.0,0.608695652173913,0.6551921816491126,0.31181102362204727,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
38,0.6666666666666667,0.45652173913043476,0.861086579601841,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
39,1.0,0.34782608695652173,0.6910084404780661,0.44881889763779526,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
40,0.6666666666666667,0.7608695652173912,0.7056504920764239,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41,0.6666666666666667,0.2608695652173913,0.6046743479807137,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
42,1.0,0.2173913043478261,0.8412924146935556,0.6488188976377953,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
43,0.0,0.391304347826087,0.5183403075843529,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
44,0.0,0.5,0.769744631307796,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
45,1.0,0.7391304347826086,0.5617294537716244,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
46,0.6666666666666667,0.3695652173913044,0.5046969521715559,0.2409448818897638,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
47,1.0,0.32608695652173914,0.9568488500000272,0.33228346456692914,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,0.3333333333333333,0.6304347826086956,0.6947364700273222,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
49,0.0,0.41304347826086957,0.5438963520505302,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
50,1.0,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51,0.0,0.8695652173913043,0.8390102538843416,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
52,0.0,0.19565217391304346,0.6593894872826493,0.32598425196850395,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
53,0.6666666666666667,0.6304347826086956,0.9505964823923878,0.3779527559055118,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
54,0.0,0.17391304347826086,0.511596155397601,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
55,0.3333333333333333,0.43478260869565216,0.8567993250100234,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
56,0.6666666666666667,0.717391304347826,0.3864855212061875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,0.3333333333333333,0.7391304347826086,0.8390102538843416,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
58,0.3333333333333333,0.10869565217391304,0.7361957392875573,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
59,0.3333333333333333,0.17391304347826086,0.9474207618904118,0.7165354330708662,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
60,0.6666666666666667,0.5869565217391304,0.47539544543738055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61,0.0,0.5217391304347826,0.824940363533067,0.1763779527559055,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
62,0.0,0.45652173913043476,0.303581469723043,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
63,1.0,0.43478260869565216,0.41602755967493277,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
64,0.3333333333333333,0.5652173913043478,0.7726164486915361,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
65,0.0,0.826086956521739,0.8390102538843416,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
66,0.3333333333333333,0.8478260869565216,0.7726164486915361,0.5291338582677165,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
67,1.0,0.5652173913043478,0.5183403075843529,0.2078740157480315,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
68,0.6666666666666667,0.5217391304347826,0.6046743479807137,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
69,1.0,0.6956521739130435,0.2749787707328655,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
70,0.0,0.45652173913043476,0.7999173198554472,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
71,1.0,0.6956521739130435,0.6466172425890013,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
72,0.0,0.5,0.8367106050990905,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
73,0.0,0.41304347826086957,0.7092020428934718,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
74,0.3333333333333333,0.13043478260869565,0.8480365795108571,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
75,1.0,0.2173913043478261,0.8480365795108571,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
76,0.6666666666666667,0.7608695652173912,0.12167972641948843,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
77,0.6666666666666667,0.5,0.3864855212061875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
78,0.3333333333333333,0.717391304347826,0.8435573514997201,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
79,0.3333333333333333,0.6304347826086956,0.259585598671499,0.1858267716535433,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
80,1.0,0.8478260869565216,0.4904036750347389,0.2740157480314961,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
81,0.6666666666666667,0.5434782608695652,0.48299337115165697,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
82,0.0,0.41304347826086957,0.6984187557979467,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
83,0.0,0.2608695652173913,0.5499592295191755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
84,0.0,0.5434782608695652,0.24335997383979846,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
85,1.0,0.10869565217391304,0.7838365455738665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
86,1.0,0.41304347826086957,0.49763540042102594,0.1984251968503937,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
87,0.6666666666666667,0.5434782608695652,0.68341050274049,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
88,0.3333333333333333,0.9565217391304347,0.555902042379445,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
89,1.0,0.043478260869565216,0.7946522259251299,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
90,1.0,0.717391304347826,0.8076457125251628,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
91,1.0,0.2826086956521739,0.3864855212061875,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
92,0.6666666666666667,0.4782608695652174,0.43422112071606556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
93,0.3333333333333333,0.8043478260869564,0.6240425117742316,0.3716535433070866,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
94,0.0,0.9130434782608695,0.8151800665269007,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
95,1.0,0.32608695652173914,0.5377084583526286,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
96,0.0,0.391304347826087,0.6910084404780661,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
97,0.0,0.6739130434782609,0.9008935493839698,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
98,0.0,0.5652173913043478,0.7394054231905476,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
99,0.6666666666666667,0.9565217391304347,0.1886451471421542,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100,0.0,0.5652173913043478,0.6676119871531454,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
101,0.6666666666666667,0.8478260869565216,0.3966594349570882,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
102,0.6666666666666667,0.5652173913043478,0.511596155397601,0.31181102362204727,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
103,0.3333333333333333,0.45652173913043476,0.303581469723043,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
104,1.0,0.7608695652173912,0.4676001497317217,0.2614173228346457,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
105,0.6666666666666667,0.06521739130434782,0.4429203355490081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
106,1.0,0.43478260869565216,0.6466172425890013,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
107,0.0,0.45652173913043476,0.5046969521715559,0.2141732283464567,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
108,0.0,0.2173913043478261,0.41602755967493277,0.2614173228346457,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
109,0.0,0.43478260869565216,0.5438963520505302,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
110,0.6666666666666667,0.3695652173913044,0.03534651963037483,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
111,1.0,0.8913043478260869,0.5183403075843529,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
112,0.6666666666666667,0.391304347826087,0.6984187557979467,0.48661417322834644,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
113,0.3333333333333333,0.8043478260869564,0.7329513554737148,0.16220472440944883,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
114,0.6666666666666667,0.3695652173913044,0.47539544543738055,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
115,0.6666666666666667,0.9347826086956521,0.6947364700273222,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
116,0.0,0.6956521739130435,0.4429203355490081,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
117,0.3333333333333333,0.7826086956521738,0.6096348305941341,0.30393700787401573,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
118,0.6666666666666667,0.41304347826086957,0.663528897296576,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
119,0.0,0.2173913043478261,0.7919846292318193,0.5763779527559055,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
120,0.3333333333333333,0.6956521739130435,0.12167972641948843,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
121,0.6666666666666667,0.6304347826086956,0.4676001497317217,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
122,0.3333333333333333,0.7608695652173912,0.663528897296576,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
123,0.0,0.34782608695652173,0.7056504920764239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
124,1.0,0.391304347826087,0.68341050274049,0.1858267716535433,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
125,0.6666666666666667,0.826086956521739,0.6910084404780661,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
126,0.3333333333333333,0.17391304347826086,0.7999173198554472,0.15905511811023623,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
127,0.0,0.2391304347826087,0.6984187557979467,0.3952755905511811,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
128,0.3333333333333333,0.3695652173913044,0.6676119871531454,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
129,0.6666666666666667,0.41304347826086957,0.6509353378884803,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
130,0.6666666666666667,0.15217391304347827,0.6947364700273222,0.4346456692913386,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
131,1.0,0.8043478260869564,0.8776481733849022,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
132,0.3333333333333333,0.08695652173913043,0.555902042379445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
133,0.6666666666666667,0.15217391304347827,0.47539544543738055,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
134,0.6666666666666667,0.6956521739130435,0.7519115075030673,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
135,1.0,0.7826086956521738,0.5183403075843529,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
136,1.0,0.7608695652173912,0.5438963520505302,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
137,0.3333333333333333,0.608695652173913,0.8320577569415639,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
138,0.6666666666666667,0.8043478260869564,0.49763540042102594,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
139,0.0,0.826086956521739,0.24335997383979846,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
140,0.3333333333333333,0.608695652173913,0.4064997183421002,0.25354330708661416,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
141,0.6666666666666667,0.30434782608695654,0.5945004126708278,0.2346456692913386,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
142,0.0,0.2608695652173913,0.5377084583526286,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
143,1.0,0.08695652173913043,0.5730554121523013,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
144,0.3333333333333333,0.5652173913043478,0.6509353378884803,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
145,0.0,0.826086956521739,0.8225298872473243,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
146,0.0,0.4782608695652174,0.7056504920764239,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
147,1.0,0.608695652173913,0.7020564067695854,0.29606299212598425,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
148,0.3333333333333333,0.6739130434782609,0.9045985687131259,0.1826771653543307,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
149,0.6666666666666667,0.5434782608695652,0.49763540042102594,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
150,0.3333333333333333,0.5434782608695652,0.8076457125251628,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
151,0.6666666666666667,0.06521739130434782,0.8412924146935556,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
152,0.0,0.7608695652173912,0.329693701631542,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
153,0.3333333333333333,0.8478260869565216,0.303581469723043,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
154,1.0,0.6956521739130435,0.5945004126708278,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
155,1.0,0.06521739130434782,0.6046743479807137,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
156,1.0,0.06521739130434782,0.1886451471421542,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
157,1.0,0.43478260869565216,0.7020564067695854,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
158,0.3333333333333333,0.19565217391304346,0.6872335163201435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
159,1.0,0.826086956521739,0.4904036750347389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160,1.0,0.06521739130434782,0.8458053223437392,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
161,0.3333333333333333,0.826086956521739,0.6910084404780661,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
162,0.0,0.32608695652173914,0.5617294537716244,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
163,1.0,0.15217391304347827,0.6509353378884803,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
164,0.3333333333333333,0.6521739130434782,0.7329513554737148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
165,0.0,0.08695652173913043,0.5046969521715559,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
166,0.6666666666666667,0.08695652173913043,0.28962075534446097,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
167,0.6666666666666667,0.2608695652173913,0.316921502242975,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
168,1.0,0.6304347826086956,0.1457005414903909,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
169,1.0,0.08695652173913043,0.7919846292318193,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
170,0.3333333333333333,0.08695652173913043,0.854632508993181,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
171,0.6666666666666667,0.6739130434782609,0.09556763660288503,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
172,0.3333333333333333,0.34782608695652173,0.9189774990331823,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
173,1.0,0.8043478260869564,0.49763540042102594,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
174,0.3333333333333333,0.43478260869565216,0.9136658070219865,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
175,1.0,0.5,0.7092020428934718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
176,0.6666666666666667,0.608695652173913,0.511596155397601,0.2125984251968504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
177,1.0,0.13043478260869565,0.6286953554230124,0.384251968503937,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
178,1.0,0.6956521739130435,0.329693701631542,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
179,0.0,0.8695652173913043,0.09556763660288503,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
180,0.3333333333333333,0.6521739130434782,0.4676001497317217,0.25826771653543307,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
181,1.0,0.32608695652173914,0.06696510812271583,0.12755905511811025,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
182,0.0,0.06521739130434782,0.8480365795108571,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
183,0.6666666666666667,0.13043478260869565,0.8756272719243321,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
184,0.3333333333333333,0.6304347826086956,0.619316392136068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
185,0.0,0.3695652173913044,0.7999173198554472,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
186,0.0,0.5652173913043478,0.5183403075843529,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
187,0.6666666666666667,0.5217391304347826,0.8971422161507285,0.49606299212598426,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
188,0.3333333333333333,0.9347826086956521,0.9154468375480396,0.1921259842519685,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
189,0.3333333333333333,0.6956521739130435,0.7919846292318193,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
190,0.0,0.8478260869565216,0.7361957392875573,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
191,0.0,0.608695652173913,0.3864855212061875,0.2204724409448819,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
192,0.0,0.5652173913043478,0.7092020428934718,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
193,1.0,0.5869565217391304,0.28962075534446097,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
194,0.3333333333333333,0.6956521739130435,0.8674047650131498,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
195,1.0,0.2826086956521739,0.1457005414903909,0.14960629921259844,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
196,0.0,0.5869565217391304,0.9082584037872752,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
197,1.0,0.7391304347826086,0.03534651963037483,0.14015748031496064,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
198,1.0,0.13043478260869565,0.5996304921941378,0.14173228346456693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
199,0.0,0.30434782608695654,0.8952488171334028,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
200,0.0,0.19565217391304346,0.3864855212061875,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
201,0.3333333333333333,0.2608695652173913,0.2749787707328655,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
202,1.0,0.13043478260869565,0.6422361072939116,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
203,1.0,0.8043478260869564,0.6286953554230124,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
204,0.3333333333333333,0.7391304347826086,0.6096348305941341,0.16535433070866143,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
205,1.0,0.32608695652173914,0.7296715132596545,0.15748031496062992,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
206,0.0,0.608695652173913,0.4064997183421002,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
207,1.0,0.2826086956521739,0.6551921816491126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
208,1.0,0.41304347826086957,0.663528897296576,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
209,1.0,0.9130434782608695,0.920727374350895,0.4440944881889764,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
210,0.3333333333333333,0.6304347826086956,0.2749787707328655,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
211,0.0,0.45652173913043476,0.5785620308163346,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
212,0.3333333333333333,0.5434782608695652,0.6466172425890013,0.3291338582677165,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
213,0.0,0.7826086956521738,0.8894958726741025,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
214,0.0,0.6739130434782609,0.7394054231905476,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
215,0.3333333333333333,0.3695652173913044,0.7329513554737148,0.3921259842519685,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
216,0.3333333333333333,0.13043478260869565,0.824940363533067,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
217,0.6666666666666667,0.3695652173913044,0.6676119871531454,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
218,0.6666666666666667,0.5,0.6593894872826493,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
